Volume,Chapter,PDF_Paragraphs,Extracted_Paragraphs,Difference,Match_Percent
9,1563(235),1,1,0,100.0
9,1564(236),2,2,0,100.0
9,1565(237),2,2,0,100.0
9,1566(238),1,1,0,100.0
9,1567(239),4,3,1,75.0
9,1568(240),1,1,0,100.0
9,1569(241),0,1,-1,0.0
9,1570(242),1,1,0,100.0
9,1571(243),1,1,0,100.0
9,1572(244),1,1,0,100.0
9,1573(245),1,1,0,100.0
9,1574(246),0,1,-1,0.0
9,1575(247),4,3,1,75.0
9,1576(248),2,2,0,100.0
9,1577(249),4,4,0,100.0
9,1578(250),3,3,0,100.0
9,1579(251),2,2,0,100.0
9,1580(252),1,1,0,100.0
9,1581(253),3,3,0,100.0
9,1582(254),1,1,0,100.0
9,1583(255),5,5,0,100.0
9,1584(256),2,2,0,100.0
9,1585(257),3,3,0,100.0
9,1586(258),3,4,-1,133.3
9,1587(259),6,6,0,100.0
9,1588(260),3,4,-1,133.3
9,1589(261),6,8,-2,133.3
9,1590(262),5,5,0,100.0
9,1591(263),15,14,1,93.3
9,1592(264),3,1,2,33.3
9,1593(265),2,1,1,50.0
9,1594(266),2,1,1,50.0
9,1595(267),2,2,0,100.0
9,1596(268),2,2,0,100.0
9,1597(269),2,1,1,50.0
9,1598(270),6,6,0,100.0
9,1599(271),8,8,0,100.0
9,1600(272),3,4,-1,133.3
9,1601(273),18,18,0,100.0
9,1602(274),9,9,0,100.0
9,1603(275),3,3,0,100.0
9,1604(276),3,3,0,100.0
9,1605(277),4,3,1,75.0
9,1606(278),3,6,-3,200.0
9,1607(279),2,2,0,100.0
9,1608(280),1,1,0,100.0
9,1609(281),1,1,0,100.0
9,1610(282),1,1,0,100.0
9,1611(283),1,1,0,100.0
9,1612(284),1,1,0,100.0
9,1613(285),10,10,0,100.0
9,1614(286),2,2,0,100.0
9,1615(287),3,3,0,100.0
9,1616(288),9,10,-1,111.1
9,1617(289),6,5,1,83.3
9,1618(290),6,6,0,100.0
9,1619(291),3,3,0,100.0
9,1620(292),1,1,0,100.0
9,1621(293),3,3,0,100.0
9,1622(294),3,3,0,100.0
9,1623(295),2,2,0,100.0
9,1624(296),3,3,0,100.0
9,1625(297),1,1,0,100.0
9,1626(298),2,2,0,100.0
9,1627(299),1,1,0,100.0
9,1628(300),1,1,0,100.0
9,1629(301),1,1,0,100.0
9,1630(302),2,3,-1,150.0
9,1632(304),1,1,0,100.0
9,1633(305),1,1,0,100.0
9,1634(306),6,7,-1,116.7
9,1635(307),2,2,0,100.0
9,1636(308),4,4,0,100.0
9,1637(309),2,1,1,50.0
9,1638(310),2,2,0,100.0
9,1639(311),1,1,0,100.0
9,1640(312),3,3,0,100.0
9,1641(313),4,5,-1,125.0
9,1642(314),5,5,0,100.0
9,1643(315),4,4,0,100.0
9,1644(316),1,2,-1,200.0
9,1645(317),2,3,-1,150.0
9,1647(319),2,2,0,100.0
9,1648(320),3,3,0,100.0
9,1649(321),3,3,0,100.0
9,1650(322),3,5,-2,166.7
9,1651(323),2,3,-1,150.0
9,1652(324),5,5,0,100.0
9,1653(325),2,2,0,100.0
9,1654(326),6,6,0,100.0
9,1655(327),6,6,0,100.0
9,1656(328),4,4,0,100.0
9,1657(329),6,7,-1,116.7
9,1658(330),2,3,-1,150.0
9,1659(331),3,3,0,100.0
9,1660(332),3,2,1,66.7
9,1661(333),3,3,0,100.0
9,1662(334),3,3,0,100.0
9,1663(335),6,6,0,100.0
9,1664(336),5,5,0,100.0
9,1665(337),6,7,-1,116.7
9,1666(338),6,6,0,100.0
9,1667(339),0,1,-1,0.0
9,1668(340),2,2,0,100.0
9,1669(341),1,1,0,100.0
9,1670(342),2,2,0,100.0
9,1671(343),1,1,0,100.0
9,1672(344),2,2,0,100.0
9,1673(345),5,5,0,100.0
9,1674(346),3,3,0,100.0
9,1675(347),1,2,-1,200.0
9,1676(348),3,3,0,100.0
9,1677(349),4,4,0,100.0
9,1678(350),2,1,1,50.0
9,1679(351),2,2,0,100.0
9,1680(352),3,3,0,100.0
9,1681(353),4,3,1,75.0
9,1682(1),27,28,-1,103.7
9,1683(2),5,5,0,100.0
9,1684(3),1,1,0,100.0
9,1685(4),6,6,0,100.0
9,1686(5),3,2,1,66.7
9,1687(6),3,1,2,33.3
9,1688(7),3,2,1,66.7
9,1689(8),2,2,0,100.0
9,1690(9),2,2,0,100.0
9,1691(10),10,10,0,100.0
9,1692(11),2,1,1,50.0
9,1693(12),9,7,2,77.8
9,1694(13),2,1,1,50.0
9,1695(14),10,10,0,100.0
9,1696(15),3,3,0,100.0
9,1697(16),2,2,0,100.0
9,1698(17),6,5,1,83.3
9,1699(18),6,7,-1,116.7
9,1700(19),4,3,1,75.0
9,1701(20),10,8,2,80.0
9,1702(21),8,10,-2,125.0
9,1703(22),4,3,1,75.0
9,1704(23),17,23,-6,135.3
9,1705(24),9,7,2,77.8
9,1706(25),2,1,1,50.0
9,1707(26),3,4,-1,133.3
9,1708(27),6,7,-1,116.7
9,1709(28),6,7,-1,116.7
9,1710(29),1,1,0,100.0
9,1711(30),4,5,-1,125.0
9,1712(31),5,5,0,100.0
9,1713(32),3,2,1,66.7
9,1714(33),1,1,0,100.0
9,1715(34),4,4,0,100.0
9,1716(35),1,1,0,100.0
9,1717(36),4,5,-1,125.0
9,1718(37),4,3,1,75.0
9,1719(38),4,4,0,100.0
9,1720(39),1,1,0,100.0
9,1721(40),3,3,0,100.0
9,1722(41),3,3,0,100.0
9,1723(42),3,2,1,66.7
9,1724(43),5,4,1,80.0
9,1725(44),5,5,0,100.0
9,1726(45),4,3,1,75.0
9,1727(46),1,1,0,100.0
9,1728(47),5,6,-1,120.0
9,1729(48),3,3,0,100.0
9,1730(49),10,12,-2,120.0
9,1731(50),5,3,2,60.0
9,1732(51),18,18,0,100.0
9,1733(52),4,4,0,100.0
9,1734(53),5,4,1,80.0
9,1735(54),3,3,0,100.0
9,1736(55),4,3,1,75.0
9,1737(56),3,3,0,100.0
10,1738(57),4,3,1,75.0
10,1739(58),2,2,0,100.0
10,1740(59),2,1,1,50.0
10,1741(60),2,2,0,100.0
10,1742(61),4,3,1,75.0
10,1743(62),3,4,-1,133.3
10,1744(63),4,3,1,75.0
10,1745(64),1,1,0,100.0
10,1746(65),6,7,-1,116.7
10,1747(66),2,2,0,100.0
10,1748(67),3,4,-1,133.3
10,1749(68),4,4,0,100.0
10,1750(69),2,2,0,100.0
10,1751(70),3,2,1,66.7
10,1752(71),3,3,0,100.0
10,1753(72),2,2,0,100.0
10,1754(73),3,2,1,66.7
10,1755(74),1,2,-1,200.0
10,1756(75),4,4,0,100.0
10,1757(76),8,7,1,87.5
10,1758(77),3,3,0,100.0
10,1759(78),1,1,0,100.0
10,1760(79),3,2,1,66.7
10,1761(80),4,3,1,75.0
10,1762(81),10,10,0,100.0
10,1763(82),4,3,1,75.0
10,1764(83),2,2,0,100.0
10,1765(84),11,11,0,100.0
10,1766(85),5,5,0,100.0
10,1767(86),3,3,0,100.0
10,1768(87),3,3,0,100.0
10,1769(88),1,1,0,100.0
10,1770(89),1,1,0,100.0
10,1771(90),4,3,1,75.0
10,1772(91),3,3,0,100.0
10,1773(92),1,1,0,100.0
10,1774(93),5,6,-1,120.0
10,1775(94),5,4,1,80.0
10,1776(95),3,3,0,100.0
10,1777(96),4,4,0,100.0
10,1778(97),2,2,0,100.0
10,1779(98),2,1,1,50.0
10,1780(99),2,1,1,50.0
10,1781(100),4,3,1,75.0
10,1782(101),5,4,1,80.0
10,1783(102),4,5,-1,125.0
10,1784(103),4,3,1,75.0
10,1785(104),6,5,1,83.3
10,1786(105),38,37,1,97.4
10,1787(106),4,4,0,100.0
10,1788(107),7,8,-1,114.3
10,1789(108),2,1,1,50.0
10,1790(109),5,5,0,100.0
10,1791(110),2,2,0,100.0
10,1792(111),1,2,-1,200.0
10,1793(112),13,13,0,100.0
10,1794(113),3,2,1,66.7
10,1795(114),3,2,1,66.7
10,1796(115),2,2,0,100.0
10,1797(116),3,3,0,100.0
10,1798(117),20,21,-1,105.0
10,1803(122),3,3,0,100.0
10,1804(123),1,1,0,100.0
10,1805(124),3,2,1,66.7
10,1806(125),2,2,0,100.0
10,1807(126),7,6,1,85.7
10,1808(127),4,4,0,100.0
10,1809(128),12,12,0,100.0
10,1810(129),4,3,1,75.0
10,1811(130),6,6,0,100.0
10,1812(131),1,2,-1,200.0
10,1813(132),8,8,0,100.0
10,1814(133),8,8,0,100.0
10,1815(134),3,3,0,100.0
10,1816(135),2,2,0,100.0
10,1817(136),1,1,0,100.0
10,1818(137),2,2,0,100.0
10,1819(138),1,2,-1,200.0
10,1820(139),2,2,0,100.0
10,1821(140),2,2,0,100.0
10,1822(141),1,1,0,100.0
10,1823(142),4,5,-1,125.0
10,1824(143),3,2,1,66.7
10,1825(144),3,1,2,33.3
10,1826(145),4,5,-1,125.0
10,1827(146),1,1,0,100.0
10,1828(147),6,6,0,100.0
10,1829(148),4,3,1,75.0
10,1830(149),2,2,0,100.0
10,1831(150),1,1,0,100.0
10,1832(151),2,2,0,100.0
10,1833(152),2,1,1,50.0
10,1834(153),2,2,0,100.0
10,1835(154),6,4,2,66.7
10,1836(1),1,1,0,100.0
10,1837(2),1,1,0,100.0
10,1838(3),5,3,2,60.0
10,1839(4),2,1,1,50.0
10,1840(5),3,2,1,66.7
10,1841(6),3,3,0,100.0
10,1842(7),8,9,-1,112.5
10,1843(8),2,2,0,100.0
10,1844(9),23,23,0,100.0
10,1845(10),17,18,-1,105.9
10,1846(11),2,2,0,100.0
10,1847(12),1,1,0,100.0
10,1848(13),1,1,0,100.0
10,1849(14),1,1,0,100.0
10,1850(15),4,3,1,75.0
10,1851(16),3,3,0,100.0
10,1852(17),4,3,1,75.0
10,1853(18),1,1,0,100.0
10,1854(19),3,3,0,100.0
10,1855(20),1,1,0,100.0
10,1856(21),4,5,-1,125.0
10,1857(22),5,5,0,100.0
10,1858(23),6,6,0,100.0
10,1859(24),5,3,2,60.0
10,1860(25),1,1,0,100.0
10,1861(26),0,1,-1,0.0
10,1862(27),3,3,0,100.0
10,1863(28),4,5,-1,125.0
10,1864(29),3,4,-1,133.3
10,1865(30),21,17,4,81.0
10,1866(31),1,1,0,100.0
10,1867(32),3,3,0,100.0
10,1868(33),1,1,0,100.0
10,1869(34),6,7,-1,116.7
10,1870(35),5,4,1,80.0
10,1871(36),1,1,0,100.0
10,1872(37),1,1,0,100.0
10,1873(38),1,1,0,100.0
10,1874(39),1,1,0,100.0
10,1875(40),1,1,0,100.0
10,1876(41),1,1,0,100.0
10,1877(42),1,1,0,100.0
10,1878(43),1,1,0,100.0
10,1879(44),1,1,0,100.0
10,1880(45),1,1,0,100.0
10,1881(46),2,2,0,100.0
10,1882(47),2,1,1,50.0
10,1883(48),4,4,0,100.0
10,1884(49),2,2,0,100.0
10,1885(50),6,6,0,100.0
10,1886(51),2,3,-1,150.0
10,1887(52),2,3,-1,150.0
10,1888(53),2,1,1,50.0
10,1889(54),4,5,-1,125.0
10,1890(55),8,7,1,87.5
10,1891(56),2,2,0,100.0
10,1892(57),11,11,0,100.0
10,1893(58),2,2,0,100.0
10,1894(59),4,4,0,100.0
10,1895(60),2,2,0,100.0
10,1896(61),2,2,0,100.0
10,1897(62),3,3,0,100.0
10,1898(63),2,2,0,100.0
10,1899(64),2,1,1,50.0
10,1900(65),2,2,0,100.0
10,1901(66),1,1,0,100.0
10,1902(67),1,1,0,100.0
10,1903(68),1,1,0,100.0
10,1904(69),1,1,0,100.0
10,1905(70),2,2,0,100.0
10,1906(71),4,4,0,100.0
10,1907(72),2,2,0,100.0
10,1908(73),1,1,0,100.0
10,1909(74),1,1,0,100.0
10,1910(75),1,1,0,100.0
10,1911(76),1,1,0,100.0
10,1912(77),4,4,0,100.0
10,1913(78),2,2,0,100.0
10,1914(79),1,1,0,100.0
10,1915(80),0,1,-1,0.0
10,1916(81),1,1,0,100.0
10,1917(82),2,2,0,100.0
10,1918(83),2,2,0,100.0
10,1919(84),1,1,0,100.0
10,1920(85),1,1,0,100.0
10,1921(86),1,1,0,100.0
10,1922(87),1,1,0,100.0
10,1923(88),1,1,0,100.0
10,1924(89),3,3,0,100.0
10,1925(90),2,2,0,100.0
10,1926(91),2,2,0,100.0
10,1927(92),1,1,0,100.0
10,1928(93),11,12,-1,109.1
10,1929(94),3,3,0,100.0
10,1930(95),4,4,0,100.0
10,1931(96),5,3,2,60.0
10,1932(1),2,2,0,100.0
10,1933(2),1,1,0,100.0
10,1934(3),1,1,0,100.0
10,1935(4),1,1,0,100.0
10,1936(5),2,2,0,100.0
10,1937(6),8,8,0,100.0
10,1939(8),2,2,0,100.0
10,1940(9),0,1,-1,0.0
10,1941(10),1,1,0,100.0
10,1942(11),1,1,0,100.0
10,1943(12),1,1,0,100.0
10,1944(13),2,2,0,100.0
10,1945(14),3,2,1,66.7
10,1946(15),2,2,0,100.0
10,1947(16),2,2,0,100.0
10,1948(17),2,1,1,50.0
10,1949(18),2,2,0,100.0
10,1950(19),1,1,0,100.0
10,1951(20),1,1,0,100.0
10,1952(21),1,1,0,100.0
10,1953(22),2,2,0,100.0
10,1954(23),1,1,0,100.0
10,1955(24),3,3,0,100.0
10,1956(25),1,1,0,100.0
10,1957(26),1,1,0,100.0
10,1958(27),1,1,0,100.0
10,1959(28),1,1,0,100.0
10,1960(29),2,2,0,100.0
10,1961(30),1,1,0,100.0
10,1962(31),2,1,1,50.0
10,1963(32),1,1,0,100.0
10,1964(33),3,3,0,100.0
10,1965(34),2,2,0,100.0
10,1966(35),3,1,2,33.3
10,1967(36),3,3,0,100.0
10,1968(37),1,1,0,100.0
10,1969(38),2,2,0,100.0
10,1970(39),2,2,0,100.0
10,1971(40),1,1,0,100.0
10,1972(41),2,2,0,100.0
10,1973(42),1,1,0,100.0
10,1974(43),5,5,0,100.0
10,1975(44),5,4,1,80.0
10,1977(45),2,3,-1,150.0
10,1977(46),2,2,0,100.0
10,1978(47),3,3,0,100.0
10,1979(1),1,1,0,100.0
10,1980(2),5,5,0,100.0
10,1981(3),1,1,0,100.0
10,1982(4),3,3,0,100.0
10,1983(5),3,3,0,100.0
10,1984(6),1,1,0,100.0
10,1985(7),1,1,0,100.0
10,1986(8),5,5,0,100.0
10,1987(9),5,5,0,100.0
10,1988(1),5,5,0,100.0
10,1989(2),1,1,0,100.0
10,1990(3),13,12,1,92.3
10,1991(1),2,2,0,100.0
10,1992(2),5,5,0,100.0
10,1993(3),4,3,1,75.0
10,1994(4),1,1,0,100.0
10,1995(5),3,3,0,100.0
